DBN,Year,Number Tested,Level 1 %,Level 2 %,Level 3 %,Level 4 %,Level 3+4 %
21K216,2007,239,1.3,9.6,53.1,36,89.1
21K216,2008,216,2.3,10.2,57.9,29.6,87.5
21K216,2009,220,1.8,5.5,50,42.7,92.7
21K216,2010,184,0.5,25.5,41.3,32.6,73.9
21K216,2011,201,4,27.9,40.8,27.4,68.2
21K225,2006,640,12.2,24.7,45.9,17.2,63.1
21K225,2007,634,9.3,23.7,49.2,17.8,67
21K225,2008,596,4.9,19.8,50.8,24.5,75.3
21K225,2009,602,1.8,12.5,57.1,28.6,85.7
21K225,2010,594,5.2,31.8,39.9,23.1,63
21K225,2011,567,4.1,27.5,47.8,20.6,68.4
21K226,2006,489,8.4,19.8,49.5,22.3,71.8
21K226,2007,449,4.2,14.3,49.9,31.6,81.5
21K226,2008,465,2.8,12.3,52.5,32.5,84.9
21K226,2009,472,1.9,7.4,54.2,36.4,90.7
21K226,2010,433,2.8,25.6,33.5,38.1,71.6
21K226,2011,477,5.9,22.6,35.8,35.6,71.5
21K228,2006,1160,12.2,27.2,48.9,11.7,60.6
21K228,2007,1083,9.3,27.9,47.8,15,62.8
21K228,2008,947,4.3,19.2,53.4,23,76.5
21K228,2009,908,2.8,13.8,53.3,30.2,83.5
21K228,2010,864,10,29.5,33.7,26.9,60.5
21K228,2011,800,9.5,31.8,33.9,24.9,58.8
21K238,2006,396,4.5,24.5,52.3,18.7,71
21K238,2007,351,7.1,20.8,52.4,19.7,72.1
21K238,2008,269,0.7,12.6,62.8,23.8,86.6
21K238,2009,250,3.2,8,62,26.8,88.8
21K238,2010,280,7.9,37.9,42.1,12.1,54.3
21K238,2011,288,4.9,36.8,46.5,11.8,58.3
21K239,2006,1199,1.8,4.8,42.4,51,93.4
21K239,2007,1227,2.1,2.6,35,60.2,95.3
21K239,2008,1229,1.7,1.4,24.1,72.8,96.9
21K239,2009,1266,0.6,1.7,23.8,74,97.8
21K239,2010,1255,1.3,3.2,17,78.6,95.5
21K239,2011,1300,1.3,2.6,19.4,76.7,96.1
21K253,2006,256,13.7,18.8,46.9,20.7,67.6
21K253,2007,246,5.3,14.6,56.5,23.6,80.1
21K253,2008,249,3.6,9.2,66.3,20.9,87.1
21K253,2009,262,0.4,3.8,52.7,43.1,95.8
21K253,2010,266,3.8,29.7,43.6,22.9,66.5
21K253,2011,295,2.4,26.8,44.7,26.1,70.8
21K281,2006,1349,13.4,29.4,42.6,14.5,57.2
21K281,2007,1258,7.8,21.8,44.8,25.6,70.4
21K281,2008,1232,3.6,15.4,49.4,31.7,81
21K281,2009,1281,1.3,11.6,54.3,32.8,87
21K281,2010,1287,4.9,25.1,34,36.1,70
21K281,2011,1238,4.8,20.9,39.3,35,74.3
21K288,2006,392,18.1,37,41.3,3.6,44.9
21K288,2007,357,12,28.6,52.7,6.7,59.4
21K288,2008,347,8.6,27.1,55.6,8.6,64.3
21K288,2009,359,4.7,21.7,66,7.5,73.5
21K288,2010,326,13.8,50.3,29.8,6.1,35.9
21K288,2011,294,9.5,52,33.7,4.8,38.4
21K303,2006,1027,7.3,24.1,49.4,19.3,68.6
21K303,2007,876,5.1,18.2,50.1,26.6,76.7
21K303,2008,769,1.6,10.4,51.9,36.2,88
21K303,2009,739,1.2,6.8,54.9,37.1,92
21K303,2010,737,3,27.3,34.1,35.7,69.7
21K303,2011,712,2.8,26.3,40.2,30.8,70.9
21K329,2006,338,10.4,29.9,47,12.7,59.8
21K329,2007,324,6.5,24.7,55.9,13,68.8
21K329,2008,321,7.5,18.4,58.9,15.3,74.1
21K329,2009,288,2.8,12.5,64.6,20.1,84.7
21K329,2010,253,6.3,45.8,32,15.8,47.8
21K329,2011,238,5.5,41.6,43.3,9.7,52.9
21K468,2007,71,4.2,18.3,57.7,19.7,77.5
21K468,2008,135,0.7,9.6,56.3,33.3,89.6
21K468,2009,226,0,11.5,63.7,24.8,88.5
21K468,2010,238,2.5,29.4,40.3,27.7,68.1
21K468,2011,217,1.4,24.4,50.2,24,74.2
21K690,2006,229,6.6,37.6,48.5,7.4,55.9
21K690,2007,201,7,31.3,48.3,13.4,61.7
21K690,2008,204,3.9,10.8,49.5,35.8,85.3
21K690,2009,202,0.5,6.4,43.6,49.5,93.1
21K690,2010,215,1.9,16.7,32.6,48.8,81.4
21K690,2011,201,4,16.4,47.3,32.3,79.6
22K014,2006,813,19.2,38.4,38.3,4.2,42.4
22K014,2007,752,17.3,36.3,40.2,6.3,46.4
22K014,2008,695,7.5,30.5,51.7,10.4,62
22K014,2009,673,4.3,23.9,61.5,10.3,71.8
22K014,2010,647,17,50.9,23.8,8.3,32.1
22K014,2011,601,9.7,42.8,38.4,9.2,47.6
22K052,2006,368,7.3,19,45.4,28.3,73.6
22K052,2007,358,5.9,8.9,51.7,33.5,85.2
22K052,2008,335,1.8,7.2,56.7,34.3,91
22K052,2009,347,0.9,8.4,59.4,31.4,90.8
22K052,2010,349,5.4,28.1,40.1,26.4,66.5
22K052,2011,359,7.2,24,42.9,25.9,68.8
22K078,2006,1421,21.7,36.4,37.1,4.9,41.9
22K078,2007,1220,14.2,35.6,43,7.3,50.2
22K078,2008,1125,6.6,29.2,54.3,9.9,64.2
22K078,2009,1123,3.7,20.7,62.5,13,75.5
22K078,2010,1125,11.8,45,31.2,12,43.2
22K078,2011,1096,10.5,46.3,33.6,9.7,43.2
22K109,2006,435,23,31.5,37.2,8.3,45.5
22K109,2007,478,13.4,28,45.6,13,58.6
22K109,2008,488,10.9,27,53.3,8.8,62.1
22K109,2009,476,4.6,20.8,60.5,14.1,74.6
22K109,2010,470,11.7,52.3,26.2,9.8,36
22K109,2011,439,16.9,45.3,30.5,7.3,37.8
22K119,2006,398,3.8,16.1,57.3,22.9,80.2
22K119,2007,372,1.1,10.8,65.1,23.1,88.2
22K119,2008,352,0.9,9.7,70.5,19,89.5
22K119,2009,359,1.4,5.6,68.5,24.5,93
22K119,2010,377,7.7,37.9,38.5,15.9,54.4
22K119,2011,372,7.5,38.7,39,14.8,53.8
22K134,2006,224,1.8,17,54,27.2,81.3
22K134,2007,215,1.4,12.6,44.2,41.9,86
22K134,2008,198,0,6.6,50.5,42.9,93.4
22K134,2009,209,0,1,45.9,53.1,99
22K134,2010,214,4.2,16.4,29.9,49.5,79.4
22K134,2011,200,2,12,44.5,41.5,86
22K139,2006,532,11.3,24.1,52.1,12.6,64.7
22K139,2007,524,7.8,17.6,56.7,17.9,74.6
22K139,2008,527,3.4,14.8,64.1,17.6,81.8
22K139,2009,532,2.8,9,64.8,23.3,88.2
22K139,2010,527,8.7,40.4,36.6,14.2,50.9
22K139,2011,532,5.3,31.2,46.8,16.7,63.5
22K152,2006,393,10.7,26,46.3,17,63.4
22K152,2007,391,5.6,22,52.4,19.9,72.4
22K152,2008,376,3.5,12.8,56.6,27.1,83.8
22K152,2009,387,2.3,7.5,58.1,32,90.2
22K152,2010,415,9.2,36.1,37.8,16.9,54.7
22K152,2011,416,7.9,34.4,45,12.7,57.7
22K193,2006,427,8.2,11,48,32.8,80.8
22K193,2007,419,3.1,6.7,50.6,39.6,90.2
22K193,2008,424,1.2,5.9,51.7,41.3,92.9
22K193,2009,421,0.5,4.3,47.7,47.5,95.2
22K193,2010,423,4.5,22.5,40,33.1,73
22K193,2011,404,3.5,28.5,43.8,24.3,68.1
22K194,2006,225,12,22.7,48.4,16.9,65.3
22K194,2007,225,5.3,18.7,61.3,14.7,76
22K194,2008,233,2.1,7.3,75.5,15,90.6
22K194,2009,226,1.3,12.8,70.4,15.5,85.8
22K194,2010,208,7.2,43.8,35.6,13.5,49
22K194,2011,185,5.4,47,37.3,10.3,47.6
22K195,2006,198,0.5,4.5,40.9,54,94.9
22K195,2007,181,0,3.3,44.2,52.5,96.7
22K195,2008,168,0,0.6,41.1,58.3,99.4
22K195,2009,174,0,0,39.1,60.9,100
22K195,2010,168,0,11.3,38.1,50.6,88.7
22K195,2011,179,0,5.6,45.3,49.2,94.4
22K197,2006,202,8.4,15.8,53,22.8,75.7
22K197,2007,185,2.2,11.4,59.5,27,86.5
22K197,2008,199,2,7.5,58.3,32.2,90.5
22K197,2009,209,1,7.7,49.8,41.6,91.4
22K197,2010,212,6.6,27.4,35.4,30.7,66
22K197,2011,231,5.6,26.4,42,26,68
22K198,2006,372,12.1,30.1,49.7,8.1,57.8
22K198,2007,361,4.4,17.2,59.8,18.6,78.4
22K198,2008,355,4.2,15.2,67.3,13.2,80.6
22K198,2009,339,2.4,10.6,71.7,15.3,87
22K198,2010,334,11.7,45.8,33.5,9,42.5
22K198,2011,278,6.8,35.6,43.2,14.4,57.6
22K203,2006,526,9.7,24.1,51,15.2,66.2
22K203,2007,470,3.2,14.9,58.7,23.2,81.9
22K203,2008,452,2,10.2,67.7,20.1,87.8
22K203,2009,435,1.6,8.3,67.4,22.8,90.1
22K203,2010,451,7.3,45.2,29.7,17.7,47.5
22K203,2011,482,7.1,40.2,39.6,13.1,52.7
22K206,2006,709,2.5,10.7,49.4,37.4,86.7
22K206,2007,720,0.7,7.2,44.2,47.9,92.1
22K206,2008,736,1.1,4.2,45.1,49.6,94.7
22K206,2009,791,0.3,4,48.5,47.2,95.7
22K206,2010,835,1.3,13.3,37.7,47.7,85.4
22K206,2011,831,1.7,14.7,39.4,44.3,83.6
22K207,2006,360,0.6,7.2,45.6,46.7,92.2
22K207,2007,463,0.2,6.3,47.5,46,93.5
22K207,2008,568,0.4,4.8,51.2,43.7,94.9
22K207,2009,689,0.6,3.2,50.8,45.4,96.2
22K207,2010,715,1.5,21.4,40.7,36.4,77.1
22K207,2011,725,0.3,19.4,43.6,36.7,80.3
22K217,2006,565,4.8,12.6,52.2,30.4,82.7
22K217,2007,548,3.8,12.4,51.3,32.5,83.8
22K217,2008,543,2,7.4,52.5,38.1,90.6
22K217,2009,574,1,4.4,52.6,42,94.6
22K217,2010,590,6.9,21.5,41.4,30.2,71.5
22K217,2011,650,5.8,24.6,44.9,24.6,69.5
22K222,2006,380,3.4,3.2,50.3,43.2,93.4
22K222,2007,370,2.2,3.8,40.3,53.8,94.1
22K222,2008,379,1.3,2.1,43,53.6,96.6
22K222,2009,395,0.3,3.3,40,56.5,96.5
22K222,2010,401,1.5,7.2,39.4,51.9,91.3
22K222,2011,402,0.5,10.9,51.7,36.8,88.6
22K234,2006,1778,6,16.6,50.2,27.2,77.4
22K234,2007,1733,2.7,14.5,48.6,34.2,82.8
22K234,2008,1736,1.3,8.2,47,43.5,90.5
22K234,2009,1749,0.9,4.9,42.9,51.3,94.2
22K234,2010,1818,2.8,13.6,35.1,48.5,83.6
22K234,2011,1792,2.3,12.6,32.1,53,85.1
22K236,2006,290,2.4,9,45.2,43.4,88.6
22K236,2007,298,0.3,4.7,43.6,51.3,95
22K236,2008,290,0,1.7,38.6,59.7,98.3
22K236,2009,293,0.3,1,44.4,54.3,98.6
22K236,2010,286,1.4,18.2,35.3,45.1,80.4
22K236,2011,306,1,17,45.1,36.9,82
22K240,2006,1777,13,27.8,45.4,13.8,59.2
22K240,2007,1585,9.5,32.8,43.7,14,57.7
22K240,2008,1424,2.9,23,57.5,16.6,74.1
22K240,2009,1215,1.3,17.6,61.7,19.3,81.1
22K240,2010,1167,9.4,38,32.6,19.9,52.5
22K240,2011,1065,9.1,37.2,40.2,13.5,53.7
22K245,2006,71,2.8,29.6,59.2,8.5,67.6
22K245,2007,3,,,,,
22K245,2008,69,1.4,11.6,76.8,10.1,87
22K245,2009,61,0,8.2,68.9,23,91.8
22K245,2010,71,5.6,43.7,33.8,16.9,50.7
22K245,2011,85,3.5,25.9,54.1,16.5,70.6
22K251,2006,325,6.8,20.6,54.8,17.8,72.6
22K251,2007,318,6,16.4,57.9,19.8,77.7
22K251,2008,290,1.7,10.7,68.6,19,87.6
22K251,2009,288,2.8,9.4,67.7,20.1,87.8
22K251,2010,291,9.3,42.6,36.1,12,48.1
22K251,2011,300,4.7,42.7,39.7,13,52.7
22K254,2006,273,3.7,6.6,38.8,50.9,89.7
22K254,2007,260,2.3,4.6,33.1,60,93.1
22K254,2008,265,0.8,1.9,35.5,61.9,97.4
22K254,2009,275,0,1.8,32.4,65.8,98.2
22K254,2010,277,1.1,9.4,32.5,57,89.5
22K254,2011,304,3,7.6,38.8,50.7,89.5
22K255,2006,348,5.2,12.4,44,38.5,82.5
22K255,2007,316,1.9,8.2,41.1,48.7,89.9
22K255,2008,318,3.1,4.7,46.2,45.9,92.1
22K255,2009,307,1,4.6,40.7,53.7,94.5
22K255,2010,335,6.3,14.9,37.6,41.2,78.8
22K255,2011,362,4.1,16,40.9,39,79.8
22K269,2006,534,19.7,28.8,46.3,5.2,51.5
22K269,2007,519,12.7,29.1,49.1,9.1,58.2
22K269,2008,528,9.5,16.3,62.3,11.9,74.2
22K269,2009,520,3.1,16,65.8,15.2,81
22K269,2010,554,15,46.9,31,7,38.1
22K269,2011,571,17.9,40.1,37.8,4.2,42
22K277,2006,188,0.5,1.1,35.6,62.8,98.4
22K277,2007,172,0,1.7,43.6,54.7,98.3
22K277,2008,178,0,0.6,39.3,60.1,99.4
22K277,2009,187,0,0,43.9,56.1,100
22K277,2010,209,0,15.3,39.2,45.5,84.7
22K277,2011,217,0,16.6,43.8,39.6,83.4
22K278,2006,1191,16.8,39.9,37.7,5.6,43.3
22K278,2007,1141,14.7,38.1,38.8,8.3,47.2
22K278,2008,1047,5.6,34.8,52.2,7.4,59.6
22K278,2009,1003,2.4,24.3,63.2,10.1,73.3
22K278,2010,946,9.5,47.1,31.8,11.5,43.3
22K278,2011,981,9.4,43.8,34.4,12.4,46.8
22K312,2006,403,4.7,5,49.9,40.4,90.3
22K312,2007,415,3.4,3.4,51.1,42.2,93.3
22K312,2008,402,1,2.7,54.5,41.8,96.3
22K312,2009,425,0.5,3.8,47.8,48,95.8
22K312,2010,429,2.1,17,41.5,39.4,80.9
22K312,2011,433,2.5,16.4,49.9,31.2,81.1
22K315,2006,404,7.9,22.3,55.4,14.4,69.8
22K315,2007,408,2.7,17.6,58.6,21.1,79.7
22K315,2008,423,4,15.6,62.9,17.5,80.4
22K315,2009,442,1.6,10.4,60.2,27.8,88
22K315,2010,388,5.2,35.3,38.1,21.4,59.5
22K315,2011,373,1.9,35.1,46.9,16.1,63
22K381,2006,415,13.5,35.2,38.8,12.5,51.3
22K381,2007,363,6.6,34.2,49,10.2,59.2
22K381,2008,384,2.3,18,62,17.7,79.7
22K381,2009,419,0.7,19.1,69.7,10.5,80.2
22K381,2010,421,5.2,46.3,34.4,14,48.5
22K381,2011,401,7.2,36.9,40.9,15,55.9
22K555,2006,49,6.1,57.1,32.7,4.1,36.7
22K555,2007,62,19.4,41.9,37.1,1.6,38.7
22K555,2008,64,1.6,26.6,65.6,6.3,71.9
22K555,2009,57,1.8,10.5,71.9,15.8,87.7
22K555,2010,52,0,28.8,61.5,9.6,71.2
22K555,2011,56,0,26.8,55.4,17.9,73.2
23K041,2006,657,16.7,37.3,38.2,7.8,46
23K041,2007,557,12.4,35.2,42.4,10.1,52.4
23K041,2008,499,9.2,29.1,53.9,7.8,61.7
23K041,2009,480,7.5,27.3,56,9.2,65.2
23K041,2010,446,16.8,54.7,23.8,4.7,28.5
23K041,2011,400,14,48.3,32.8,5,37.8
23K073,2006,252,17.1,34.5,42.5,6,48.4
23K073,2007,295,6.4,35.6,49.2,8.8,58
23K073,2008,298,8.7,35.6,49.7,6,55.7
23K073,2009,309,4.2,28.8,54.7,12.3,67
23K073,2010,285,16.5,53.3,22.8,7.4,30.2
23K073,2011,289,17.6,54.7,23.5,4.2,27.7
23K137,2006,254,7.9,24,52.4,15.7,68.1
23K137,2007,262,9.5,29,50.4,11.1,61.5
23K137,2008,263,4.6,28.9,57.8,8.7,66.5
23K137,2009,222,3.2,29.3,58.1,9.5,67.6
23K137,2010,189,14.8,52.4,29.1,3.7,32.8
23K137,2011,202,21.8,51,23.8,3.5,27.2
23K150,2006,387,20.9,38.2,34.9,5.9,40.8
23K150,2007,378,16.4,39.4,36.5,7.7,44.2
23K150,2008,357,13.7,39.8,42,4.5,46.5
23K150,2009,308,8.8,29.5,52.6,9.1,61.7
23K150,2010,205,19.5,53.7,23.4,3.4,26.8
23K150,2011,170,18.2,48.2,30.6,2.9,33.5
23K155,2006,392,19.1,31.9,42.9,6.1,49
23K155,2007,385,11.9,27.5,49.4,11.2,60.5
23K155,2008,382,7.6,30.1,54.5,7.9,62.3
23K155,2009,362,3.3,15.7,64.9,16,80.9
23K155,2010,352,13.9,50.9,27.6,7.7,35.2
23K155,2011,335,11.3,44.8,35.5,8.4,43.9
23K156,2006,432,13.9,25,49.5,11.6,61.1
23K156,2007,437,7.8,22,55.1,15.1,70.3
23K156,2008,428,7.2,18.7,65.4,8.6,74.1
23K156,2009,448,3.1,19.2,60.5,17.2,77.7
23K156,2010,417,12.7,47.5,28.3,11.5,39.8
23K156,2011,402,10.9,45.5,36.3,7.2,43.5
23K165,2006,311,14.5,27.3,48.2,10,58.2
23K165,2007,353,11,33.4,45,10.5,55.5
23K165,2008,392,8.9,28.6,54.6,7.9,62.5
23K165,2009,388,7.7,27.6,58,6.7,64.7
23K165,2010,390,22.6,53.6,19,4.9,23.8
23K165,2011,364,26.1,51.1,20.1,2.7,22.8
23K178,2006,316,11.4,23.7,52.8,12,64.9
23K178,2007,347,8.1,20.2,47.6,24.2,71.8
23K178,2008,364,5.8,19,63.5,11.8,75.3
23K178,2009,363,1.7,13.8,65.3,19.3,84.6
23K178,2010,362,7.5,48.1,33.7,10.8,44.5
23K178,2011,372,9.4,42.5,40.3,7.8,48.1
23K184,2006,415,28.7,34.2,32.5,4.6,37.1
23K184,2007,350,15.1,31.4,44.9,8.6,53.4
23K184,2008,344,12.2,27.9,51.7,8.1,59.9
23K184,2009,306,6.9,26.8,57.5,8.8,66.3
23K184,2010,300,19,50.7,26.3,4,30.3
23K184,2011,310,15.5,45.8,32.9,5.8,38.7
23K284,2006,472,22.2,35.4,38.1,4.2,42.4
23K284,2007,448,16.1,32.8,39.3,11.8,51.1
23K284,2008,420,12.1,31.7,49.5,6.7,56.2
23K284,2009,370,7,23.2,60,9.7,69.7
23K284,2010,348,20.1,46.3,23.6,10.1,33.6
23K284,2011,357,19.6,45.7,26.6,8.1,34.7
23K298,2006,429,18.6,30.8,41.7,8.9,50.6
23K298,2007,418,12.9,29.7,48.3,9.1,57.4
23K298,2008,377,12.7,34.7,49.3,3.2,52.5
23K298,2009,347,6.9,30.8,51.6,10.7,62.2
23K298,2010,344,26.2,53.8,17.4,2.6,20.1
23K298,2011,319,27.3,50.8,18.5,3.4,21.9
23K323,2006,446,7.6,28.3,53.1,11,64.1
23K323,2007,374,6.4,27.5,50,16,66
23K323,2008,353,5.1,19.8,60.6,14.4,75.1
23K323,2009,379,2.4,21.6,65.4,10.6,76
23K323,2010,356,14.3,56.5,25.8,3.4,29.2
23K323,2011,337,13.9,46.3,34.7,5,39.8
23K327,2006,392,12.8,25.8,41.6,19.9,61.5
23K327,2007,452,7.3,27.9,46.2,18.6,64.8
23K327,2008,492,7.5,30.1,52.4,10,62.4
23K327,2009,478,3.6,21.1,59.8,15.5,75.3
23K327,2010,499,18.4,45.5,25.5,10.6,36.1
23K327,2011,480,14.4,44.2,32.3,9.2,41.5
23K332,2006,329,27.4,37.7,32.2,2.7,35
23K332,2007,282,17.4,30.1,41.1,11.3,52.5
23K332,2008,299,12.4,33.1,48.2,6.4,54.5
23K332,2009,289,6.2,32.9,52.6,8.3,60.9
23K332,2010,265,27.9,49.1,16.6,6.4,23
23K332,2011,239,35.6,51,11.7,1.7,13.4
23K392,2006,282,0,1.4,66.7,31.9,98.6
23K392,2007,276,0,0.4,37.3,62.3,99.6
23K392,2008,282,0,0.7,42.6,56.7,99.3
23K392,2009,296,0,0.3,45.9,53.7,99.7
23K392,2010,310,0,6.1,47.7,46.1,93.9
23K392,2011,282,0,3.5,38.7,57.8,96.5
23K493,2006,147,1.4,29.3,60.5,8.8,69.4
23K493,2007,195,3.1,24.1,58.5,14.4,72.8
23K493,2008,190,2.1,23.7,60.5,13.7,74.2
23K493,2009,220,0.5,16.8,75,7.7,82.7
23K493,2010,232,11.2,59.1,27.2,2.6,29.7
23K493,2011,226,19,52.2,24.3,4.4,28.8
23K518,2006,168,9.5,32.1,54.2,4.2,58.3
23K518,2007,238,5.9,34,50.4,9.7,60.1
23K518,2008,221,4.5,28.5,56.6,10.4,67
23K518,2009,234,3.4,23.5,65.4,7.7,73.1
23K518,2010,228,8.3,52.2,33.8,5.7,39.5
23K518,2011,226,12.4,46,31.9,9.7,41.6
23K522,2006,144,9.7,20.8,63.9,5.6,69.4
23K522,2007,174,6.3,24.1,61.5,8,69.5
23K522,2008,147,8.2,21.8,59.2,10.9,70.1
23K522,2009,155,1.3,11.6,75.5,11.6,87.1
23K522,2010,210,4.8,51,39,5.2,44.3
23K522,2011,245,7.8,50.6,35.1,6.5,41.6
23K631,2009,211,7.1,19.9,61.1,11.8,73
23K631,2010,228,14.9,52.2,26.8,6.1,32.9
23K631,2011,199,15.6,48.7,31.7,4,35.7
23K634,2009,209,10,56.9,30.6,2.4,33
23K634,2010,193,36.8,50.3,10.4,2.6,13
23K634,2011,179,34.1,55.3,10.6,0,10.6
23K644,2009,61,8.2,18,65.6,8.2,73.8
23K644,2010,128,3.1,48.4,41.4,7,48.4
23K644,2011,180,6.7,40,45,8.3,53.3
23K671,2011,42,9.5,42.9,42.9,4.8,47.6
23K697,2006,160,4.4,43.8,50,1.9,51.9
23K697,2007,137,1.5,22.6,67.9,8,75.9
23K697,2008,143,1.4,11.9,71.3,15.4,86.7
23K697,2009,146,0,7.5,73.3,19.2,92.5
23K697,2010,155,2.6,34.2,47.7,15.5,63.2
23K697,2011,152,1.3,30.3,48.7,19.7,68.4
24Q005,2006,1597,14.2,30.3,43.3,12.3,55.5
24Q005,2007,1481,9.7,24.2,47.4,18.8,66.2
24Q005,2008,1445,3.3,15.2,54.4,27.1,81.5
24Q005,2009,1450,1.1,9.3,55.7,33.9,89.6
24Q005,2010,1470,5.7,28,32.8,33.5,66.3
24Q005,2011,1495,5.2,25.2,39.5,30.2,69.7
24Q007,2006,255,4.7,7.8,50.2,37.3,87.5
24Q007,2007,275,4,10.2,48.7,37.1,85.8
24Q007,2008,247,1.6,4.9,57.1,36.4,93.5
24Q007,2009,278,0,4.3,59,36.7,95.7
24Q007,2010,261,4.6,31,39.5,24.9,64.4
24Q007,2011,278,6.1,28.1,50.7,15.1,65.8
24Q012,2006,615,3.9,12,55.4,28.6,84.1
24Q012,2007,554,2.7,8.3,48.9,40.1,89
24Q012,2008,524,1.9,4,56.3,37.8,94.1
24Q012,2009,526,1.1,2.3,53,43.5,96.6
24Q012,2010,587,2.4,21.6,46.5,29.5,76
24Q012,2011,642,2,19.9,47.8,30.2,78
24Q013,2006,686,5.7,13.8,52,28.4,80.5
24Q013,2007,621,1.6,13,46.2,39.1,85.3
24Q013,2008,596,0.7,6,51.5,41.8,93.3
24Q013,2009,614,0.5,3.6,43,52.9,95.9
24Q013,2010,647,4.6,23,34.6,37.7,72.3
24Q013,2011,666,3.5,21.5,46.1,29,75.1
24Q014,2006,642,11.4,18.1,46.1,24.5,70.6
24Q014,2007,614,7.8,12.1,51.3,28.8,80.1
24Q014,2008,665,4.5,11.6,57.3,26.6,83.9
24Q014,2009,714,2.7,9.1,57.6,30.7,88.2
24Q014,2010,747,7.4,35.1,35.5,22.1,57.6
24Q014,2011,786,6.7,31.9,44.8,16.5,61.3
24Q016,2006,636,2.7,15.9,56.6,24.8,81.4
24Q016,2007,626,2.2,10.2,48.7,38.8,87.5
24Q016,2008,738,0.8,8.3,60,30.9,90.9
24Q016,2009,759,1.3,5.8,52.8,40.1,92.9
24Q016,2010,799,3.9,26.3,42.4,27.4,69.8
24Q016,2011,863,5.4,29,44.6,21,65.6
24Q019,2006,963,8.1,21.2,50.8,19.9,70.7
24Q019,2007,896,3.9,12.6,54.7,28.8,83.5
24Q019,2008,915,2,10.5,64.6,23,87.5
24Q019,2009,938,1.3,6.3,63.5,28.9,92.4
24Q019,2010,1023,5.6,29.6,38.3,26.5,64.8
24Q019,2011,1103,4.2,27.2,47.5,21.1,68.6
24Q049,2006,250,4.4,8.4,46,41.2,87.2
24Q049,2007,224,3.6,4.9,36.2,55.4,91.5
24Q049,2008,232,1.3,7.3,42.7,48.7,91.4
24Q049,2009,246,0.4,3.7,44.7,51.2,95.9
24Q049,2010,400,2.8,18.8,41.8,36.8,78.5
24Q049,2011,518,1.4,15.6,43.8,39.2,83
24Q058,2006,418,4.3,14.4,45.7,35.6,81.3
24Q058,2007,456,4.2,7.9,49.1,38.8,87.9
24Q058,2008,480,2.7,6.3,52.1,39,91
24Q058,2009,506,1.4,5.1,48.2,45.3,93.5
24Q058,2010,509,3.1,19.3,39.5,38.1,77.6
24Q058,2011,540,3.1,23.5,42.2,31.1,73.3
24Q061,2006,1854,29,40.9,26.9,3.2,30.1
24Q061,2007,2004,18.4,39.3,37.2,5.1,42.4
24Q061,2008,2037,8.2,33.6,48.2,10.1,58.2
24Q061,2009,2145,5.4,23.1,56.3,15.2,71.5
24Q061,2010,2099,14.5,40.7,27.2,17.6,44.8
24Q061,2011,2205,11.5,37.6,34.9,16.1,51
24Q068,2006,383,7.6,14.9,48.6,29,77.5
24Q068,2007,396,4,14.4,55.3,26.3,81.6
24Q068,2008,395,4.6,10.9,60.3,24.3,84.6
24Q068,2009,402,3,8.2,57.5,31.3,88.8
24Q068,2010,407,12.8,33.7,35.6,17.9,53.6
24Q068,2011,388,8.2,31.4,45.9,14.4,60.3
24Q071,2006,489,7,19.6,55,18.4,73.4
24Q071,2007,461,3.7,17.6,57,21.7,78.7
24Q071,2008,447,2.5,13,64.7,19.9,84.6
24Q071,2009,431,0.7,9.5,60.1,29.7,89.8
24Q071,2010,453,6.4,35.1,35.5,23,58.5
24Q071,2011,475,5.9,29.3,45.1,19.8,64.8
24Q073,2006,1758,11.6,36.6,41.1,10.7,51.8
24Q073,2007,1663,6,24.4,49.7,20,69.7
24Q073,2008,1653,3.3,14.2,54,28.5,82.5
24Q073,2009,1685,1.1,8.6,54.5,35.8,90.3
24Q073,2010,1658,3.6,25.9,37.5,33.1,70.5
24Q073,2011,1509,4.2,25.8,40.4,29.6,70
24Q077,2006,1250,15.8,35.6,41.3,7.3,48.6
24Q077,2007,1238,7.8,32.6,47.4,12.1,59.5
24Q077,2008,1125,3.6,18.8,59.5,18.2,77.7
24Q077,2009,1118,1.5,12.8,63.5,22.2,85.7
24Q077,2010,1111,8.2,36.5,35.6,19.7,55.3
24Q077,2011,1111,7.4,35.3,41.9,15.4,57.3
24Q081,2006,584,8.7,18.3,58.4,14.6,72.9
24Q081,2007,547,2.6,13.5,62,21.9,83.9
24Q081,2008,565,2.3,6.7,67.1,23.9,91
24Q081,2009,571,0.7,6,64.1,29.2,93.3
24Q081,2010,595,6.7,35.3,38.5,19.5,58
24Q081,2011,562,5,32.9,48,14.1,62.1
24Q087,2006,394,9.1,23.1,52.3,15.5,67.8
24Q087,2007,403,6,20.6,52.6,20.8,73.4
24Q087,2008,397,3.3,13.9,60.2,22.7,82.9
24Q087,2009,384,1.6,10.9,62.2,25.3,87.5
24Q087,2010,368,7.1,34.5,37.2,21.2,58.4
24Q087,2011,375,5.1,31.7,45.1,18.1,63.2
24Q088,2006,558,6.6,18.5,54.8,20.1,74.9
24Q088,2007,531,3.6,14.3,59.9,22.2,82.1
24Q088,2008,508,1.6,13,58.7,26.8,85.4
24Q088,2009,515,1.6,11.8,60,26.6,86.6
24Q088,2010,505,6.9,36.8,33.7,22.6,56.2
24Q088,2011,490,5.5,33.7,42.9,18,60.8
