DBN,Year,total_enrollment,ell_percent,sped_percent,asian_per,black_per,hispanic_per,white_per,male_per,female_per,Level 1 %,Level 2 %,Level 3 %,Level 4 %,Level 3+4 %,Total Grads - % of cohort,Still Enrolled - % of cohort,Dropped Out - % of cohort
02M003,2008,640,4.7,18.4,7,11.7,15.5,56.7,53.1,46.9,0.4,5.8,46.7,47.1,93.8,,,
02M003,2009,625,4.8,17.9,5.8,9,13.8,59.5,52.6,47.4,0.4,3.5,46.3,49.8,96.1,,,
02M003,2010,720,3.5,16.5,5.6,7.6,14.4,64.7,52.8,47.2,2.8,16.4,46.8,34,80.8,,,
02M003,2011,813,3.4,14.4,6,6.5,14.5,66.9,50.6,49.4,2.5,11.7,56.7,29.1,85.8,,,
02M006,2005,842,1.2,13.4,9.3,5.5,8.1,76.8,53.7,46.3,,,,,,,,
02M006,2006,794,1.6,14.2,8.1,5,10.2,75.7,52.5,47.5,3.5,4.2,44.1,48.1,92.3,,,
02M006,2007,798,3.1,16.9,8.1,5,9.4,73.8,52.4,47.6,1,4.9,37.3,56.8,94.1,,,
02M006,2008,796,2.3,17.2,9,4.8,10.2,69.6,53.6,46.4,0.5,3.4,42,54.1,96.1,,,
02M006,2009,793,2.6,18,8.3,3.4,10,70.7,53.3,46.7,0.3,3.2,42.5,54,96.5,,,
02M006,2010,809,1.7,17.3,10.1,3.2,10,69.7,53.4,46.6,0.6,9.1,35.7,54.6,90.3,,,
02M006,2011,789,2.4,15.2,10.5,3.3,10.4,69.3,53.9,46.1,0.5,6,36.1,57.4,93.4,,,
02M011,2005,523,7.3,18.5,7.6,23.5,38.2,29.1,49.5,50.5,,,,,,,,
02M011,2006,493,5.9,20.5,8.9,21.3,39.1,29.8,50.1,49.9,7.8,14.8,55.1,22.2,77.4,,,
02M011,2007,511,5.5,20.7,12.1,20,37.6,28.6,49.5,50.5,5.9,14,54.5,25.7,80.2,,,
02M011,2008,522,4.8,22.2,12.8,17.2,36.4,33.1,49.2,50.8,4.7,9.5,60.2,25.6,85.8,,,
02M011,2009,571,4.4,21.2,11.4,14.9,33.6,38.2,52,48,0.9,5.2,51.7,42.2,93.8,,,
02M011,2010,633,3.6,19.1,11.5,12.5,32.2,40.9,54.5,45.5,2.2,11.4,32.5,53.9,86.4,,,
02M011,2011,700,3.1,15.4,13,12.6,30,43.4,53.9,46.1,2.3,14.5,41.4,41.8,83.2,,,
02M033,2005,306,16.7,18,16.3,27.1,49.3,3.9,48.4,51.6,,,,,,,,
02M033,2006,330,11.5,16.1,16.7,25.8,48.5,9.1,46.4,53.6,4,15.1,56.3,24.6,81,,,
02M033,2007,336,15.5,13.7,14.3,25.9,50.3,8,50.9,49.1,5,12.6,55.5,26.9,82.4,,,
02M033,2008,323,9.9,16.1,13.6,24.1,49.8,10.8,52.3,47.7,0.7,2.9,63.3,33.1,96.4,,,
02M033,2009,355,12.4,14.6,14.6,23.1,45.9,13.5,50.7,49.3,0,2.1,44.1,53.8,97.9,,,
02M033,2010,381,10.5,12.3,20.7,22.3,39.6,15.5,49.9,50.1,0,20.2,51.9,27.9,79.8,,,
02M033,2011,458,10,9.6,25.3,16.4,34.7,17.9,47.8,52.2,0.7,26.8,49.3,23.2,72.5,,,
02M040,2005,536,3.5,14.4,16.2,7.6,16.6,58.6,50.4,49.6,,,,,,,,
02M040,2006,551,3.1,15.2,14.5,7.3,15.2,62.1,49.2,50.8,1.7,6.6,60.2,31.5,91.7,,,
02M040,2007,546,2.7,15.6,12.6,8.6,13.7,62.8,51.3,48.7,2.1,3.8,48.1,46,94,,,
02M040,2008,535,2.1,15.1,14.2,6.7,12,65,52.7,47.3,0,2.5,48.9,48.5,97.5,,,
02M040,2009,582,3.1,17.4,14.1,7.2,11,61.7,54.1,45.9,0,0.9,47.9,51.3,99.1,,,
02M040,2010,589,2.5,16.5,12.1,5.6,13.6,64,50.9,49.1,0,12.5,33.3,54.2,87.5,,,
02M040,2011,615,2.3,15.3,10.9,4.7,14.3,63.7,50.6,49.4,1.6,10.1,44.1,44.1,88.3,,,
02M041,2005,701,2,15.5,9.6,3.9,11.7,73.8,50.4,49.6,,,,,,,,
02M041,2006,742,2.7,16.8,9.8,4.2,11.6,73.6,52,48,1.6,4.2,54.5,39.7,94.2,,,
02M041,2007,742,3.5,18.6,10.1,4.9,10.8,72.2,51.1,48.9,0.3,5.5,54.4,39.8,94.2,,,
02M041,2008,773,1.9,18,9.7,4.5,10,72.6,50.8,49.2,0.6,3.2,49.8,46.3,96.1,,,
02M041,2009,754,2,19,10.1,3.6,8.4,73.3,49.7,50.3,0,1.9,45.5,52.6,98.1,,,
02M041,2010,757,1.1,18.4,10,3.3,8.6,74.8,50.9,49.1,0.9,10.4,38.5,50.3,88.8,,,
02M041,2011,782,1.7,18,10.4,2.6,7.7,75.4,50.4,49.6,0.9,11.1,38.4,49.5,88,,,
02M042,2005,708,33.5,9.2,88.3,2,8.5,0.8,52.5,47.5,,,,,,,,
02M042,2006,710,33.8,8.5,90.4,2.7,6.5,0.4,52.8,47.2,2.2,5.1,47.4,45.2,92.6,,,
02M042,2007,736,34.4,11.1,92.3,2,5,0.5,51.2,48.8,1,6.8,41.6,50.7,92.2,,,
02M042,2008,747,30.4,10.6,91.8,2.5,5,0.4,51,49,0.3,0.6,39.2,59.8,99,,,
02M042,2009,798,39.5,11.8,91.9,1.6,4.9,1,53.6,46.4,0,0.6,39.3,60.1,99.4,,,
02M042,2010,810,37.4,10.7,93.3,1.2,4,1.5,52.7,47.3,1.9,10.2,33.8,54.2,87.9,,,
02M042,2011,806,36.6,9.9,93.3,1.9,3.7,1.1,51.6,48.4,0.6,10.5,41.6,47.4,89,,,
02M047,2005,166,1.2,45.8,5.4,25.3,56.6,11.4,49.4,50.6,,,,,,,,
02M047,2006,212,1.9,44.3,4.2,25.5,55.2,13.2,41,59,,,,,,,,
02M047,2007,211,2.4,35.5,4.3,33.6,50.7,10.9,34.6,65.4,,,,,,,,
02M047,2008,183,1.6,29.5,4.4,34.4,50.3,10.4,33.9,66.1,,,,,,,,
02M047,2009,157,1.9,32.5,3.8,31.2,55.4,8.9,36.3,63.7,,,,,,37.5,37.5,12.5
02M047,2010,157,9.6,35.7,2.5,32.5,56.1,8.9,41.4,58.6,,,,,,76,16,4
02M047,2011,174,8,32.2,1.7,32.2,59.2,6.3,42.5,57.5,,,,,,,,
02M051,2005,321,15.6,9,17.1,14.3,55.8,11.2,49.8,50.2,,,,,,,,
02M051,2006,328,14.3,13.1,14.9,18.3,53.7,11.6,50.3,49.7,0.8,16.3,62.8,20.2,82.9,,,
02M051,2007,334,16.2,14.7,15.9,12.6,57.5,12.6,52.1,47.9,1.5,9.1,63.6,25.8,89.4,,,
02M051,2008,319,19.1,19.1,12.2,11.3,60.2,13.5,52.7,47.3,0.8,3.3,62.5,33.3,95.8,,,
02M051,2009,324,18.8,18.8,14.2,11.1,58.6,12.3,52.5,47.5,0,2.5,62.2,35.3,97.5,,,
02M051,2010,339,15.3,17.7,15.6,11.5,56,14.5,53.1,46.9,4.5,20.5,40.2,34.8,75,,,
02M051,2011,288,14.2,21.5,16,13.2,55.9,11.1,55.6,44.4,2.6,27.6,43.6,26.3,69.9,,,
02M059,2005,396,12.4,10.4,15.4,9.6,21,53.3,49,51,,,,,,,,
02M059,2006,431,12.5,11.8,17.2,9.5,18.8,52.4,50.8,49.2,0.6,6.1,59.5,33.7,93.3,,,
02M059,2007,460,12.2,13,17,8.3,18.3,54.6,51.1,48.9,0.6,4.1,44.8,50.6,95.3,,,
02M059,2008,447,11,15.4,13.4,7.2,18.3,57,50.3,49.7,0.5,6.6,51.6,41.2,92.9,,,
02M059,2009,480,10.2,16,12.5,6.3,17.9,56.9,52.5,47.5,0,2.1,40.4,57.5,97.9,,,
02M059,2010,502,8.6,15.7,12.7,4.6,16.9,59.8,52.2,47.8,1,14.2,38.2,46.6,84.8,,,
02M059,2011,520,9,13.5,13.5,5.2,15.6,59,52.7,47.3,0.5,9.3,38,52.3,90.3,,,
02M077,2005,355,0.3,13.8,15.8,7.6,15.5,60.6,51.3,48.7,,,,,,,,
02M077,2006,351,0,10,13.1,6.3,15.1,65.2,48.7,51.3,5.8,0.6,21.4,72.3,93.6,,,
02M077,2007,356,1.1,12.1,15.7,4.2,14.3,65.4,47.2,52.8,4.1,1.2,15.3,79.4,94.7,,,
02M077,2008,340,0,12.6,15.3,3.2,11.2,68.5,47.9,52.1,4,1.7,9.1,85.1,94.3,,,
02M077,2009,354,,12.4,14.4,3.1,10.2,68.9,48.9,51.1,1.8,1.8,11.6,84.8,96.3,,,
02M077,2010,352,,14.2,15.9,3.1,8.8,68.2,45.7,54.3,2.4,3,14.2,80.5,94.7,,,
02M077,2011,351,0,13.7,14.8,3.1,8.3,68.7,45,55,2.9,3.4,13.1,80.6,93.7,,,
02M089,2005,453,3.8,19,19.6,7.5,10.8,55.4,52.1,47.9,,,,,,,,
02M089,2006,517,3.9,17.2,19.9,6.8,12,53.6,51.8,48.2,4.9,8.2,47.8,39,86.8,,,
02M089,2007,512,5.7,19.1,16.6,6.8,11.7,56.8,50.4,49.6,1.6,7.3,43.5,47.6,91.1,,,
02M089,2008,547,4.4,15.7,19.9,5.5,9.1,54.7,50.8,49.2,1,4.6,46.4,48,94.4,,,
02M089,2009,545,5.1,15.2,20.2,4.8,7.5,56.1,51.6,48.4,0,2,36.7,61.3,98,,,
02M089,2010,523,5,15.5,17.6,4,9.9,61.2,50.5,49.5,0.5,11.4,40.5,47.7,88.2,,,
02M089,2011,531,3.8,13.4,16.4,3.2,12.1,63.3,51.6,48.4,0.4,9.4,44.3,45.9,90.2,,,
02M104,2005,1139,3.9,16.3,31.4,15.2,22.4,30.8,49.5,50.5,,,,,,,,
02M104,2006,1055,4.6,16.5,31.2,14.7,23.5,30.4,50.4,49.6,8.3,20.6,49.2,22,71.2,,,
02M104,2007,1040,4.3,16.7,34.8,13.4,23,28.5,51.8,48.2,6.6,23.5,46.9,23,69.9,,,
02M104,2008,977,3.3,16.7,40.6,13,21.9,23.8,52.9,47.1,3.2,18.1,52.1,26.7,78.7,,,
02M104,2009,997,7.5,15.8,46.8,11.7,21.4,19.5,52.9,47.1,1.3,12.3,53.1,33.3,86.4,,,
02M104,2010,995,6.6,14.8,52.4,10.2,20,17.1,52,48,4.6,25.2,35.8,34.4,70.2,,,
02M104,2011,1057,6.4,15.6,55.6,9.7,17.5,16.2,54.3,45.7,3.1,19.8,34.8,42.3,77.1,,,
02M111,2005,591,13.7,20.3,6.4,12,67.2,13.7,51.6,48.4,,,,,,,,
02M111,2006,550,11.1,26.4,7.1,13.3,65.1,12.2,49.8,50.2,11.3,35.9,48.3,4.6,52.8,,,
02M111,2007,572,14.2,26.4,7.5,15.4,64,11,50.3,49.7,8.4,31.8,50.8,9,59.8,,,
02M111,2008,557,14.4,27.5,8.3,15.3,60.1,14.2,50.3,49.7,4.9,21.5,63.2,10.4,73.6,,,
02M111,2009,588,17.3,26.5,8.5,15,57.7,15.8,48.8,51.2,4.6,11.4,70.1,14,84,,,
02M111,2010,612,21.7,25.8,9.2,14.1,59.6,16.3,48.9,51.1,8.7,42,34.5,14.8,49.3,,,
02M111,2011,586,19.3,26.6,10.6,14.5,60.8,13.3,47.3,52.7,11.6,43.5,34.2,10.6,44.8,,,
02M114,2005,347,0.6,8.9,15,13,12.7,57.1,41.2,58.8,,,,,,,,
02M114,2006,358,,10.6,17.9,11.2,10.6,60.3,43.9,56.1,1.7,11.3,53.8,33.1,86.9,,,
02M114,2007,365,0.3,13.7,14.5,7.9,11.2,66.3,42.5,57.5,0.9,4.3,47.6,47.3,94.8,,,
02M114,2008,381,,12.6,13.9,5.2,10.5,70.1,44.4,55.6,0,0.8,40.6,58.6,99.2,,,
02M114,2009,388,,11.9,13.4,3.1,10.1,72.9,43.3,56.7,0,0.5,31.8,67.7,99.5,,,
02M114,2010,434,0.5,12.9,13.8,2.8,12.7,70.7,41,59,0,0.8,20.2,79,99.2,,,
02M114,2011,448,0.2,14.3,15.4,2.2,11.8,70.5,42.2,57.8,0,2.1,20.1,77.7,97.9,,,
02M116,2005,741,7.6,10.5,20.6,13,22.7,42.8,49.7,50.3,,,,,,,,
02M116,2006,733,6.7,9.1,20.6,11.2,23.1,44.3,48.8,51.2,2.7,7.7,43.4,46.2,89.6,,,
02M116,2007,794,6.2,9.6,20.9,11.8,21.7,45,46.3,53.7,1.5,2.4,37.4,58.7,96.1,,,
02M116,2008,782,4.3,13.2,19.4,11.6,20.6,45.7,47.2,52.8,0.3,5,37.9,56.9,94.8,,,
02M116,2009,788,5.3,14.2,20.2,10.5,17.9,46.3,49.6,50.4,0.3,1.2,43.1,55.4,98.5,,,
02M116,2010,785,6.6,13,19.6,10.8,18.3,47.1,49.4,50.6,0.8,12.7,34.7,51.7,86.4,,,
02M116,2011,789,5.8,12.4,20.9,9,20.2,45,49.4,50.6,1.6,10.8,43.8,43.8,87.6,,,
02M124,2005,1026,19.5,5.8,92,3,2.4,2,52.1,47.9,,,,,,,,
02M124,2006,1011,21.4,5.2,90.9,2.9,3.8,1.6,52.5,47.5,0.2,3,38.9,57.9,96.8,,,
02M124,2007,997,29.5,6.6,90,3.7,3.7,2.1,51.1,48.9,0,2.6,38.7,58.7,97.4,,,
02M124,2008,991,21.4,8.8,88.3,4.8,3.9,2.1,50.6,49.4,0.4,1.3,40.2,58.1,98.3,,,
02M124,2009,962,28.1,8.1,90,4.1,3.2,1.7,49.9,50.1,0,0.9,32.2,67,99.1,,,
02M124,2010,926,24.9,9.6,92,3.3,3.2,1.3,51.6,48.4,1.1,6.7,36.2,56,92.2,,,
02M124,2011,919,23.7,8.3,92.4,2.8,3.5,1.1,52.4,47.6,0.5,7,38.6,54,92.5,,,
02M126,2005,663,11.9,11.5,41.9,18.4,32.7,5.4,50.2,49.8,,,,,,,,
02M126,2006,706,15.7,17.6,39.4,18,33.7,8.9,52,48,5.4,24.6,54.9,15,69.9,,,
02M126,2007,723,20.5,20.2,43.8,16,29.5,10.7,51.9,48.1,4.3,22.8,47.2,25.7,72.9,,,
02M126,2008,771,15.4,19.7,44.5,14.1,27.6,13.6,52.3,47.7,3.5,14.1,42.9,39.6,82.4,,,
02M126,2009,786,18.8,19.5,46.9,12.5,25.3,14.8,52.7,47.3,0.8,4.5,47.8,46.8,94.7,,,
02M126,2010,785,17.2,17.5,47.9,10.7,25.9,15.4,51,49,2.8,16.3,32.1,48.8,80.9,,,
02M126,2011,785,20,15.7,53,8.4,24.7,13.6,52.1,47.9,2.4,13.9,33.1,50.7,83.8,,,
02M130,2005,1080,21,10.2,87.9,2,5.9,4.2,53.1,46.9,,,,,,,,
02M130,2006,1083,22.5,10.2,88.9,2,5.4,3.2,53.8,46.2,1.9,5.9,43.4,48.8,92.2,,,
02M130,2007,1074,23.5,8.3,89.8,1.7,4.9,3.4,52.1,47.9,1.1,2.3,41.7,55,96.6,,,
02M130,2008,1074,15.9,8.1,89.5,2.1,4.5,3.6,53.7,46.3,0.2,1.4,40.3,58.1,98.4,,,
02M130,2009,1029,21.6,10.9,89,1.9,4.5,3.4,53.5,46.5,0,0.8,31.1,68.2,99.2,,,
02M130,2010,1022,18.8,10.8,88.4,1.7,5.1,3.7,53.2,46.8,1.2,7.2,34.8,56.8,91.6,,,
02M130,2011,1015,16.8,10.9,87.7,1.2,5,3.8,52,48,1.8,8.4,33.1,56.8,89.8,,,
02M131,2005,871,31.2,18.6,80.7,6.7,11.4,1.3,57.2,42.8,,,,,,,,
02M131,2006,879,27,18.7,78,6.4,13.7,1.8,55.5,44.5,8,22.2,53.8,16,69.8,,,
02M131,2007,817,31.9,18.7,78.3,7.1,12.9,1.6,54.8,45.2,5,22.9,54.4,17.7,72.1,,,
02M131,2008,761,29,21,77.8,6.2,14.7,1.3,58.1,41.9,2.9,15.6,58.1,23.5,81.5,,,
02M131,2009,793,42.1,19.4,80.7,5.9,12.4,0.9,57.9,42.1,0.8,11.5,59.8,27.9,87.7,,,
02M131,2010,703,47.1,20.2,81.1,6.5,11.5,0.9,60.2,39.8,3.9,28.5,40.5,27.1,67.6,,,
02M131,2011,556,45.9,18.7,79.7,6.7,12.6,1.1,55.9,44.1,6.6,26.3,38.1,29,67.1,,,
02M150,2005,171,0.6,11.1,8.2,15.8,14.6,60.8,50.3,49.7,,,,,,,,
02M150,2006,180,0,15.6,9.4,13.3,13.3,63.3,50,50,0,4.1,45.2,50.7,95.9,,,
02M150,2007,181,,15.5,9.9,13.8,12.2,62.4,47.5,52.5,0,2.7,58.9,38.4,97.3,,,
02M150,2008,186,1.6,15.6,12.4,9.1,12.9,65.1,45.7,54.3,0,2.8,42.3,54.9,97.2,,,
02M150,2009,181,1.7,16,13.8,8.3,13.3,58.6,49.2,50.8,0,0,48.1,51.9,100,,,
02M150,2010,185,2.7,11.4,14.6,6.5,14.1,62.2,44.9,55.1,1.4,9.5,44.6,44.6,89.2,,,
02M150,2011,186,2.2,13.4,15.1,5.9,13.4,62.9,48.9,51.1,0,10.4,59.7,29.9,89.6,,,
02M151,2009,72,11.1,12.5,9.7,15.3,19.4,45.8,63.9,36.1,,,,,,,,
02M151,2010,177,9,13.6,11.3,18.6,24.9,40.1,57.6,42.4,,,,,,,,
02M151,2011,280,6.1,15.4,8.9,11.8,29.3,48.6,51.4,48.6,,,,,,,,
02M158,2005,710,3.4,16.3,12,7.5,18.6,60.4,51.3,48.7,,,,,,,,
02M158,2006,723,3.9,17.4,11.1,5.9,18.3,63.3,50.5,49.5,1,9.7,49.5,39.8,89.3,,,
02M158,2007,731,4.8,18.6,10.3,5.6,17.6,63.2,52.5,47.5,1.8,5.1,45.8,47.3,93.1,,,
02M158,2008,799,2.9,17.8,11.1,5.3,16.1,64,50.8,49.2,0,2.8,37.8,59.4,97.2,,,
02M158,2009,749,3.5,20.2,10.5,4.4,14.2,67.2,51,49,0,1.9,33.9,64.3,98.1,,,
02M158,2010,739,2.8,19.6,9.6,3.9,12.9,70.1,49.9,50.1,0.6,5,27.2,67.2,94.4,,,
02M158,2011,759,4.2,19.4,9.2,2.9,13.3,71.1,52,48,1.6,6.9,34.5,57.1,91.5,,,
02M167,2005,1336,2.9,14.6,29.7,14.6,23.8,30.9,52.7,47.3,,,,,,,,
02M167,2006,1304,3.2,14,32.1,15.7,23.1,29.1,51.9,48.1,8.9,21.7,47.8,21.6,69.4,,,
02M167,2007,1255,4.1,14.9,32,13.9,24.6,29.2,52.6,47.4,5.7,20.1,50,24.2,74.1,,,
02M167,2008,1256,3.1,15.8,31.4,14.8,22.8,30.6,53.7,46.3,2.9,14.9,50.2,32,82.3,,,
02M167,2009,1228,4.8,16.9,30.6,14.3,22.1,32.2,52.3,47.7,1.4,9.2,54,35.5,89.5,,,
02M167,2010,1237,5.3,16.3,28.8,12.4,24.7,34,53.9,46.1,4.1,20.4,35.9,39.6,75.5,,,
02M167,2011,1243,5.1,15.6,27,10.1,23.6,38.7,53.6,46.4,3.1,18.3,34.3,44.2,78.6,,,
02M183,2005,561,10.2,14.6,18.9,9.6,14.4,55.3,49.2,50.8,,,,,,,,
02M183,2006,599,8.3,16.9,17.9,7.5,14.7,57.4,50.4,49.6,2.9,8.3,58.3,30.6,88.8,,,
02M183,2007,584,9.2,17.5,18.7,7.2,13.9,58.2,51.9,48.1,2.5,7.5,49,41,90,,,
02M183,2008,588,7.1,18.4,16.5,7.7,12.2,59.5,52.9,47.1,0.4,4.7,49.1,45.7,94.8,,,
02M183,2009,645,8.1,16,14.9,6,10.5,59.5,52.7,47.3,0,3.3,46.1,50.6,96.7,,,
02M183,2010,646,8.4,16.6,14.4,5.4,13.3,60.2,54,46,1.8,16.8,36.1,45.3,81.4,,,
02M183,2011,609,5.4,16.6,16.3,5.1,11.8,62.1,55.8,44.2,2.8,12.4,37.2,47.5,84.8,,,
02M198,2005,525,7.8,12.6,10.5,22.5,49.5,15.6,49.1,50.9,,,,,,,,
02M198,2006,528,5.5,12.5,11.7,23.5,48.5,14.6,49.4,50.6,9.5,23.8,53.3,13.3,66.7,,,
02M198,2007,547,7.7,14.3,10.2,23.9,47.5,15.9,48.4,51.6,2,22.5,58,17.5,75.5,,,
02M198,2008,555,7.4,16.8,11.9,24.3,46.8,13.9,51.5,48.5,1.4,14,62.6,22,84.6,,,
02M198,2009,542,8.3,19.4,11.3,23.6,46.3,14.6,53.7,46.3,2.7,10.8,61.3,25.2,86.5,,,
02M198,2010,569,6.5,17.9,11.1,23.6,43,20.8,53.8,46.2,8.6,33.3,37.1,21,58.1,,,
02M198,2011,551,7.6,19.2,11.4,19.4,42.3,25,54.1,45.9,3.2,26.6,50.5,19.7,70.2,,,
02M212,2005,357,2.2,21,12.6,17.9,27.5,41.7,47.1,52.9,,,,,,,,
02M212,2006,354,3.4,20.6,12.7,16.4,27.4,43.5,51.4,48.6,9.6,7.9,46.1,36.5,82.6,,,
02M212,2007,347,4.6,20.2,13,16.1,26.2,44.4,51.9,48.1,3.8,10,60,26.3,86.3,,,
02M212,2008,343,5.2,18.4,14.3,14.3,24.2,46.1,49.6,50.4,0.6,3.7,67.7,28,95.7,,,
02M212,2009,345,5.2,17.4,13.3,12.5,23.5,48.7,50.1,49.9,0,0,43.9,56.1,100,,,
02M212,2010,343,2.9,13.1,12.5,13.4,21.9,49.6,49,51,1.2,12.3,37.7,48.8,86.4,,,
02M212,2011,343,3.8,11.1,12,11.7,20.7,49.6,49.3,50.7,0.6,12.1,29.7,57.6,87.3,,,
02M217,2005,466,10.5,11.2,21.9,40.8,17.2,19.7,54.1,45.9,,,,,,,,
02M217,2006,462,10.8,10.8,24,40.7,19.9,15.4,53.2,46.8,11.6,27.8,43,17.6,60.6,,,
02M217,2007,454,9.7,13.4,21.6,38.3,23.8,15.9,53.3,46.7,7.3,17,45.9,29.7,75.7,,,
02M217,2008,444,8.8,14.9,23.6,36,21.4,17.3,47.3,52.7,6,9.9,58.7,25.4,84.1,,,
02M217,2009,409,11,13.2,21.5,34.5,22.7,19.8,45.5,54.5,3.7,7.4,63.9,24.9,88.8,,,
02M217,2010,418,9.8,12.2,25.8,30.1,21.3,22.5,45.7,54.3,5.4,28.5,34.7,31.4,66.1,,,
02M217,2011,416,9.4,10.1,24.5,26.2,22.4,26.9,45,55,5,25.9,43.6,25.5,69.1,,,
02M225,2005,257,2.3,10.1,3.1,50.2,41.2,4.7,50.2,49.8,,,,,,,,
02M225,2006,272,3.3,9.2,4.8,44.1,40.4,8.5,52.9,47.1,11.2,51.7,35.7,1.4,37.1,,,
02M225,2007,285,3.5,10.9,3.9,37.2,46.3,10.9,53.3,46.7,5.5,49.1,42.7,2.7,45.5,,,
02M225,2008,298,3.7,11.1,5.4,38.6,44,10.7,53,47,2.6,39.1,53,5.2,58.3,,,
02M225,2009,327,4,10.1,6.4,32.1,42.8,14.7,47.1,52.9,2.6,22.4,69.8,5.2,75,,,
02M225,2010,327,3.7,10.1,4.6,24.5,47.7,17.7,46.5,53.5,4.5,41,44.8,9.7,54.5,,,
02M225,2011,321,3.1,10,5.9,27.4,48.6,15.6,43,57,1.5,34.1,49.6,14.8,64.4,,,
02M234,2005,691,1,17.1,15.6,8.7,7.4,68,48.3,51.7,,,,,,,,
02M234,2006,695,1.3,15.1,16.3,6.6,6.3,70.5,50.6,49.4,0,4,48.8,47.2,96,,,
02M234,2007,755,1.5,12.1,15.9,5.8,7.3,70.5,51.4,48.6,0.3,2.3,53.5,43.9,97.4,,,
02M234,2008,817,1.2,11.6,16.2,4.9,8.1,69.8,53,47,0,1.2,50,48.8,98.8,,,
02M234,2009,820,1.5,11.2,15.7,4.1,7.7,69.4,51.6,48.4,0,0.6,38.3,61.1,99.4,,,
02M234,2010,846,1.1,12.6,14.7,3.9,8.2,69.5,48.7,51.3,0,8.9,39.7,51.4,91.1,,,
02M234,2011,827,0.7,12.7,13.7,2.9,8,70.6,50.4,49.6,0.5,8.3,40.5,50.6,91.2,,,
02M255,2005,334,0.6,7.2,28.4,15,13.8,42.2,52.4,47.6,,,,,,,,
02M255,2006,361,0.6,5.8,30.7,11.9,13.3,44,49.9,50.1,2.4,5.2,57.4,35,92.4,,,
02M255,2007,385,0.8,6.5,29.9,9.1,13.8,47,48.3,51.7,1.7,4.2,57.5,36.5,94.1,,,
02M255,2008,408,1,9.6,26,9.8,13.2,50.7,46.6,53.4,1.1,2.9,46.4,49.6,96,,,
02M255,2009,406,1.2,12.6,21.2,9.6,12.1,56.7,46.1,53.9,0.7,2.2,45.9,51.1,97,,,
02M255,2010,388,0.8,11.6,17.5,6.7,12.6,62.6,44.3,55.7,3.3,9.8,44.9,41.9,86.9,,,
02M255,2011,386,0.3,13,17.6,4.4,12.7,63.7,45.9,54.1,1.1,5.1,22.9,70.9,93.8,,,
02M260,2005,236,0.8,12.3,9.3,15.7,33.9,40.3,37.3,62.7,,,,,,,,
02M260,2006,246,1.6,11,9.8,17.9,26,45.1,36.6,63.4,4.8,15.2,57.6,22.5,80.1,,,
02M260,2007,244,0.8,13.1,10.2,15.6,23.4,48.8,38.1,61.9,1.7,9,54.5,34.8,89.3,,,
02M260,2008,270,0.7,18.5,9.6,17.4,24.4,47.4,34.8,65.2,1.3,3.1,43,52.5,95.5,,,
02M260,2009,269,3,24.5,10.4,12.3,24.9,50.6,38.3,61.7,0.4,2.4,47.6,49.6,97.2,,,
02M260,2010,273,3.7,21.2,11.4,11,24.5,51.6,34.4,65.6,2.8,13.4,32.5,51.2,83.7,,,
02M260,2011,256,3.9,23.4,10.9,12.1,22.7,52.3,33.6,66.4,0.8,11.9,35.3,52,87.3,,,
02M267,2010,46,15.2,2.2,10.9,2.2,8.7,69.6,58.7,41.3,,,,,,,,
02M267,2011,98,8.2,10.2,10.2,5.1,12.2,69.4,51,49,,,,,,,,
02M276,2009,51,11.8,3.9,25.5,3.9,3.9,52.9,51,49,,,,,,,,
02M276,2010,331,4.5,8.5,21.8,6,5.7,42.9,53.2,46.8,,,,,,,,
02M276,2011,551,3.8,10.3,22.5,5.6,12.7,49.7,48.5,51.5,1.7,13.3,30,55,85,,,
02M288,2005,204,5.4,13.7,2,48,41.7,3.4,38.2,61.8,,,,,,,,
02M288,2006,324,4.6,13.9,2.2,46,46,4,41,59,,,,,,,,
02M288,2007,405,5.2,16.5,2,48.4,43.7,3.7,41.2,58.8,,,,,,,,
02M288,2008,433,3.7,18,2.3,46.2,46.7,3.9,43.4,56.6,,,,,,66.3,13.8,20
02M288,2009,436,3,18.1,1.8,45,47.9,3.4,42.9,57.1,,,,,,74.7,21.5,2.5
02M288,2010,423,3.1,19.4,1.9,46.3,47.5,3.8,42.6,57.4,,,,,,90.2,3.9,2.9
02M288,2011,433,2.1,18.5,3,44.1,47.6,4.8,45,55,,,,,,,,
02M289,2005,297,0.3,14.1,33.3,13.5,12.5,40.1,48.1,51.9,,,,,,,,
02M289,2006,294,0.3,12.6,36.1,13.6,13.6,35.7,47.6,52.4,3.4,9.7,62.8,24.1,86.9,,,
02M289,2007,294,1.4,12.6,35.7,12.2,15,36.7,48,52,4.6,9.8,59.3,26.3,85.6,,,
02M289,2008,298,1,10.7,40.3,12.1,16.1,31.2,46.3,53.7,1.1,6,64.4,28.5,92.9,,,
02M289,2009,298,2.3,13.1,40.9,10.4,16.4,30.5,47.7,52.3,0,8,54.9,37.1,92,,,
02M289,2010,287,2.4,13.6,43.6,9.4,18.1,27.5,48.4,51.6,3.4,14.4,40.2,41.9,82.1,,,
02M289,2011,292,2.4,16.8,39.7,8.2,17.8,31.8,47.6,52.4,0.4,12.1,39.2,48.3,87.5,,,
02M290,2005,695,4.2,12.7,10.5,4,11.2,73.1,51.1,48.9,,,,,,,,
